"@russty_russ @computermusicuk .......now people laugh when they walk in the studio and ask ""What do you need all that hardware for?"" #irony",irony
NBC News report on somebody purposefully hacking a car. One of the hackers is wearing a St. Louis Cardinals shirt. #Irony #OrIsIt?,irony
@neil4ebelfast @Smyf @EimhearCF A #Tory with 1.3% vote accusing people of 'telling us what to do' #Irony As an Irish man I care about 32cs!,irony
Moving beyond tweetable Bible truths. #irony http://t.co/HeOzL2Y6kh via @RELEVANT,irony
What an #irony a good host isn't a good guest.,irony
When God sends an atheist to answer my prayers. #irony,irony
@SatanOnEarth I liked the grabbing the Bible part amusing as hell #irony,irony
#irony The love of #timmies trumps Dr's office rules. http://t.co/k1p223hxtc,irony
I wish i could stop being depressed bc it's... Slighty annoying . #irony,irony
Check out Alanis Morissettes Ironic finally corrected http://t.co/lKiipBt057 via @cbcmusic #editorial #ironic,irony
Best way to start a Monday? Flight cancelled... #irony #ineedbetanairways ✈️ http://t.co/r77eespSEL,irony
@hoodiethirteen It appears their reason for threatening to expose everyone is that the site isn't as secure/private as they advertise #irony,irony
@kcozier_phillip it isnt personal but the tagline is http://t.co/nB1RtCMMIQ? Because Rowley is a party? #irony,irony
@LHuizenga It's the less unhinged Catholics that are reading the move cynically. #irony,irony
@millberry80 @nakkiahlui still a novice! Hah! #irony #hinthint,irony
@leahcheer This was Life Insurance. And then I literally almost died driving home from Wichita afterwards. #Irony,irony
Why do international movies get prime-time shows and local movies end up getting bad show times? #MovieIndustry #Cinemas #Pakistan #irony,irony
KIMMY K IS SLEEPY AS FUCK #IRONIC,irony
"Kim be like "" #ironic """,irony
"""I can't wait til we go to court!"" ""I swear on my life!"" #SandraSpeaks #irony #JusticeForSandy",irony
Batman now lecturing him about using lawful means to bring about change. #irony,irony
Supprised that I walk into @BertouaDurban  nd it's empty nd no1 attended me until I decided to leave #Irony #NotMyDay #dissapointed,irony
@JodieRMGcrew Omg... That's hilarious... #irony,irony
"youtube banned so many vids, while those still can be watched on DM #irony",irony
idk whether to call this irony or just plain retarded #homestuck #irony #ithink??? my skills are being tested here http://t.co/RPh6Jvawp1,irony
"@peterjkostis the latter, American Tourist apparently ;-) #irony",irony
Media 101 = pitting women against each other to make headlines instead of promoting✌🏼️and respect regardless of race #irony @NICKIMINAJ,irony
"#insurance #claim #irony RT @PoppaBazow: @DaveRamsey This is why you follow the baby steps, in order!!!! http://t.co/ar8ndrOX1r",irony
#irony City of New Orleans ensures you're not a felon to issue license to relate important facts of historic sites. http://t.co/ZP6xKpfHb8,irony
@BuucketHe4d The Apocalypse is worth it! #Irony,irony
The #irony of lumping all #NewAtheists with far right extremists while accusing them of lumping all #Muslims with extremists is astounding,irony
#irony lol 😂,irony
Black artists making black music get mad for not getting white awards. #irony,irony
#life #irony #amused #ANOL http://t.co/eZECRBYuhL",irony
Bloated &amp; unpopular Cdn #Senate writes report sayg #CBC needs fundg cut bcz of low ratngs http://t.co/jkDEZsSdXt #cdnpoli #Irony,irony
"Senate Dems block highway bill, want time to read before debate http://t.co/oU08WlZ9sb @washtimes #Irony #PassItToKnowWhatsInIt #Libtards",irony
@HazelAParsons @stevie_couch slight overkill perhaps? Sorry 😳 #irony lol,irony
"@DonTonyD @WrestlingSoup ""I am a real American. Fight for the rights of every man. Fight for what's right..."" #HulkHogan #delicious #irony",irony
When one of your tweets gets more favorites than you have followers... #irony,irony
your voice sounds the worst in the morning but your dick looks the best #irony,irony
#irony #justkidding",irony
@tombrush1982 incredible. I can't believe what they'd included. So it goes full circle again #ironic,irony
walked into subway just to buy their cookies. #ironic,irony
New Rx glasses=bumping into everything #ironic #ouch #nerd http://t.co/RhkP4JBwa4 http://t.co/GDi3IfkJFq,irony
"@ElizabethMcCra2 @theMommyX @CplBart @golfhack1217 @joegooding @debnantz @BioWonk wait, you post &amp; Fav dick pics &amp; /we're/ pathetic? #irony",irony
Then to have your IT guy come by 5 minutes later to hand you a brand new keyboard and mouse. #ironic #welp,irony
#Irony",irony
Don't Smoke Hope RT @mpshrike Says the Socialist lol. #irony  https://t.co/2e69Ur8c3Q,irony
@WSJ antitrust action against SIX companies? #irony,irony
"When shower time gets limited next month, I'm gonna beat everyone that has a green lawn with a yard of garden hose. #vancouver #irony #water",irony
Safaree on his Marvin's Room shit #ironic https://t.co/6PBTnC9A0J,irony
"For someone who loves getting tattoos... i do fear needles, getting my tetanus shot today #ironic",irony
Using the money I made from the #Trainwreck trailer to go see Trainwreck. #ironic,irony
Watching supersized whilst eating post work dinner no.2 🐷🐷 #ironic,irony
#Irony RT @MeekMill: Social media gave suckas a voice! 🔝,irony
My book prompts you to ask what you're trying to achieve with #socialmedia and let that drive your presence. #hootchat #shamelessplug #irony,irony
How many Christian parents would let the same happen? #irony https://t.co/kA8hs4kSs9,irony
ughhh I was awful...Totally must've hurt their feelings by throwing a fit. jfdkjfkewfew My avoidance must have began there. #irony,irony
Sami Zayn is coming back on July 26? :D #ZainIsComingBackOnJuly26 #WWE #Kappa #Ironic,irony
#irony",irony
Just banged my head on my wardrobe whilst doing the migraine skank and it's legit giving me a migraine now.. 😏😏 #Ironic,irony
how do you motivate yourself in a required class ur not interested in? #ironic #ithinknot",irony
"@ESPN_Colin Began radio as apolitical and/or libertarian. Post POTUS interview, he shifted left. Not left enuf for the PC Police. #irony",irony
It's funny how I banned twitter then posted this pic on twitter #irony #dictator:outbreak http://t.co/yYalcG7cdX,irony
@glockeaux @Beez_says luckily he's a very close friend of the band #irony,irony
"Jacqui Smith just had a go at someone on Sky News for ""making money out of dodgy TV shows"" #Irony",irony
So we are to believe the man who promised that Congress would get the deal before the UN that Iran will keep its word. #IranTalks #Irony,irony
Just saw a police officer with a headlight out #irony,irony
"@Cgerm1 You objected to comparing the bakery to the bus throwing off Rosa Parks _ ""Shame on you!"" and now YOU compare SSM to Nazism? #Irony",irony
"Google's GMS anti-fragmentation strategy hurts its own ""fair use"" case in Oracle-Java litigation #irony #mobile http://t.co/kFKPd0hLsM",irony
@markschlereth #Ironic that brainfart #Cash4Clunkers #Govt incentive program 72month loans on #Vehicles Drop off the #BlueBook They're #JUNK,irony
@UnSubtleDesi #irony is that many of BJP supporters thrash #Presstitutes on daily basis but get its word as truth.,irony
The people I love the most usually make me feel like shit. #ironic,irony
People rebel against the government but take down the flag of people who rebelled against them first. #ironic #ConfederateTakeDown,irony
If you speak to somebody from outside of America they'll tell you how other countries look down on us #irony,irony
"Also do a Twitter search for this one's SN and @deray...you'll see even more #irony related to the ""stalking"" charge https://t.co/nbnz9cjNpq",irony
"Inspiration for € symbol came from Greek epsilon (Є), a nod to the cradle of European civilisation, used two bars to signal stability #irony",irony
The #Irony of offering #PatienceandTime after no weapon last week. #Xur #Destiny http://t.co/g0PSngUDtU,irony
http://t.co/tz50uXrgh5 http://t.co/3Yqpmsvy2X",irony
@GodandtheBear @CuCairagan @washingtonpost  I think my paranoia actually increases with a few strands I've used.  #irony #😖,irony
"Try to show ur political solidarity in friends circle, they will associate a certain typical image with u. #politics in #Pakistan #irony",irony
You are missing a period at the end of this tweet. #Irony  https://t.co/LnDuyNbF4f,irony
"While @KylieJenner shows off her cars in her snap chats, there are adults who have been through hell and back with no car. #USA #irony",irony
@ryan_murton @syndk8 @MikkyMo73 of course tablet sized phones are much more usable #irony,irony
Skeletal Queen Letizia in Milan as FAO's Nutrition Ambassador #irony #eatsomething https://t.co/azzQTw7UME via @YouTube,irony
"ALP8 , being sent to Coventry, subject communication #ironic #alpinspire @alp_inspire",irony
#ironic",irony
And in course wasting more public money. #Irony of Indian Politics https://t.co/OIfyMTNjJJ,irony
http://t.co/tocGl83et8",irony
Everyone is becoming RW because they hate RW being in power. #irony,irony
"Before Facebook, I didn't know any strangers. #Irony #SmallBiz",irony
Watching old episodes #KUWTK Bruce was upset rob didn't look up to him as a male role model. #ironic,irony
Girls in jeans are seen as bold. On the other hand Sunny Leone becomes the most searched person on the net in India. #irony #hypocrites,irony
#Irony #KarachiRain http://t.co/OAchktmW2e",irony
White House labels rally against #Iran deal 'pro-war rally' | Military Times http://t.co/oQb1yUyIV6 #IranDeal #Ironic,irony
 #darts #irony #itsneverjustthetip https://t.co/EzOgtHQsPQ",irony
On my way to see #Trainwreck and ran over a bunch of dudes lined up fucking a woman. #irony,irony
@BlissTabitha @CurtisCal @moderncomments @marlynantiANC How many people who would defend this are opposed to animal testing? #irony,irony
the #Irony of #MSM blaming #MSM constant pimping of race relations for ratings for causing sum1 to commit a crime that gets them ratings,irony
find time in your busy day for @AIGASF @ONEFASTBUFFALO work+life balance #irony http://t.co/tGfiYZCrYC,irony
The team who gained entry to Europa League by fair play award has had a man sent off in the first half. #irony,irony
It was just an oversight GENDER wasn't on this list @griz1 @TheAMSSM @ACSMNews #FemaleConcussions #AANScc #Ironic http://t.co/dDuFe38eds,irony
It's actually embarassing how @frankienbennys stamp 'Service Guaranteed' on their bill 😂😂😂 #amateurs #irony,irony
@KREAYSHAWN @taylorswift13 Says the epitome of cultural appropriation #ironic,irony
dude defends himself from being anti Semitic by talking about standing up to Jews who work against interests #irony  https://t.co/7bKqfDf49t,irony
I cut myself with a little knife while opening my big knife #irony,irony
Can we have a moment to discuss White on White crime? #irony",irony
@CurtisVelez @TNACreative Any 1 seeing #Irony that @JamesStormBrand #BeerDrinking #TNCowboy added Serena #DrunkenBoating @IMPACTWRESTLING,irony
This is the greatest. #irony #90s #BuffyTheVampireSlayer #rewatch https://t.co/pm0ybKKqQt,irony
"@Dancest8r funny how 99% of Americans claim she was beat, but wasn't ever seen of. #irony",irony
I have been attempting to implement Twitter speak into my day-to-day vocabulary and I hate myself 4 it #irony #lifeisahighway #selfie,irony
#Irony",irony
Sportssouth just showed a computer hacking commercial during the Braves/Cardinals broadcast. #chuckle #irony,irony
@DMReporter and they say snp want a police state? #Irony,irony
#irony",irony
The level of #irony in my life - now have THE best #guitar #tone ever available via the @MesaBoogie #CabClone - hello @AvidProTools issues,irony
"@UltClassicRock I just wish @deesnider was more verbose on these interviews, let it out man #Irony",irony
It's sad that we live in a world where having your own opinion is encouraged as long as it doesn't contradict others #irony,irony
Both probably doing the same thing at the same time #ironic,irony
#Irony N the newspaper needs a video to make this point. At least they've decided 'intelligent' over 'courage'. https://t.co/IFvRI9fHqQ,irony
Notice the song called CHARGED UP ... but Drake rapping mad calm talking his shit ctfuuu #Irony he not worried bout meek at all,irony
@GaryLineker not really surprising as @ManUtd had made EIGHT substitutions #irony,irony
"@karenstacey82 and then locums to replace us, at over twice the cost. Wonder if anyone in the Dept of Health can spell #irony ?",irony
@Billy at a @wwe event and they are playing your music #ironic #TNA,irony
“@Annaskhan87: Define #Irony #hypocrite #USA http://t.co/aWmut1jBA2”,irony
Karl Wilhelm Friedrich Schlegel http://t.co/2XVCQyFv2I",irony
"Am I the only one who sees this as a ""bit"" ironic? #irony http://t.co/GawcamInY5",irony
4. Get dumped for acting like a fiend",irony
@intense187inte1 Slap me silly...what's your problem? I've done nothing to offend you. Chill out Mr. Intense #Irony,irony
"Whenever there is act or terror, only common people suffer and whenever a terrorist is convicted, petition is signed by VVIP people #irony",irony
@sweetie_marleen bt wen arsenal beats Lyon 6-0 its news??? #ironic,irony
The #Irony of #ObamaHomecoming @KTNNews @LarryMadowo @kot  https://t.co/07RABme0ez,irony
@ a bar where each drink comes w/ a personal pizza. and the World Crossfit Games are on the TV #irony #Brooklyn http://t.co/DdNVi2Oyi9,irony
We are an hour late getting to @panam2015 due to road closures for the #PanAm2015 #irony #sigh,irony
"Poland is getting concerned by #immigration. No #irony there then, move along. https://t.co/y13p6SRhNL",irony
  #BB17 #Irony #HeSaidTrain",irony
When @jl_ahmed786 tries to mock @twochenz_ about her mistakes and makes one in the process #irony http://t.co/GeBtsQms4q,irony
#irony",irony
"My baby decided 4:30 was time to be up. His onesie says ""there's a nap for that."" #irony #babylife #momlife #goodthingyourecute",irony
@nduley they're going to need a contractor to fix that #ironic,irony
@aksardana @suhelseth pls include d virtual (online) behaviours aswell. #irony,irony
@MissMandyHale Pages on Mac is actually way more comparable with Word for PC's than Word for Mac is. 😂 #ironic,irony
http://t.co/wA1hb2YSes via @BuzzFeedOz",irony
Every dumb person understands big data. #irony,irony
#Irony #Ikea http://t.co/icPz8gF6GO",irony
@BTCare Thanks for the email about my line rental going up. I read it whilst watching your new BT big price drop advert. #irony,irony
world #racing #championship...of #snails http://t.co/aZ89FOqX5G #animals #wtf #weird #sports #weirdsports #lol #funny #irony #ironic,irony
"Mourinho: ""Chelsea's rivals are trying to buy the premiere league."" #EPL #Irony http://t.co/rR8bU0WMe3",irony
Public service message from @LTAsg outside our condo had a very different meaning 4 me as I turned 39 #poetic #irony http://t.co/Lf84RrnmRC,irony
#Irony dies laughing",irony
tbt to when fcbarca went to DC and we went to Barca's stadium the same day hahahah #ironic,irony
"My failing vision coupled with my artsy fartsy hobbies remind me of our friend, the color blind artist.  Figures we'd be pals.  #Irony",irony
#irony",irony
Not sure it could have played any more perfect #ironic Black cop: Why I helped that white supremacist http://t.co/LoZIV1AKcn via @USATODAY,irony
So says the theist. #irony https://t.co/LGj5WXmYFB,irony
"@williamnhutton @BBCNewsnight Thought shareholders were "" the wealth creators""?  #irony",irony
Lol #UFCChicago just played my walkout song from my first fight. I didn't even want that song but I remember the tune #irony,irony
People signing petition to save terrorist are the same people who harming our country more then the terrorist #irony https://t.co/drZiZcBYdU,irony
There's a life insurance commercial on the Forensics Files channel. #irony #fail #win,irony
http://t.co/rZtggSPV0t #Irony",irony
@ban_FOBTS @RangersFC clearly you’re interested enough to tweet #irony,irony
2 ladies smoking at the 5K for myeloma....what? #irony,irony
"Just read that Snoop Dog was arrested on drug charges, but then released. He said it was racial profiling. Uh... #irony #delusional",irony
Terrelle Pryor and Braxton Miller Both Wide Receivers Now! #Ironic,irony
@Mr2Oh2 no ribs spared. #irony lol,irony
"""PZ Myers retweeted"" &gt;&gt; Ignorant white knights now complaining about ignorant white knights #meta #ftbullies #irony http://t.co/6qAe2TdWes",irony
"Even when I played basketball I was still known as the ""loudest cheerleader"" 😂😂  #ironic #irony… https://t.co/FUFOCBonfp",irony
Said the #Drake fan 😂😂😂😂😂😭😭 #Ironic rt @JRoseLiveHD  https://t.co/Yblyt8k0Ok,irony
Caught an episode of the last ship very surprised nobody was blown up to save them not very realistic propaganda at all #irony,irony
#Politics #Ukraine #Irony #Humor",irony
"1 bike with 5 riders; no helmets. If there is an accident, 'ameer ne garib ki jaan le li' #irony #justsaying #media http://t.co/vABVT9nFQJ",irony
"@Michael64808298 @NESP_LBSC Ironically, there's a misspelling in your tweet. #irony",irony
#startup #entrepreneurship #irony",irony
Oh, HEY! That's when our conference is. #Irony",irony
Eating Japanese food and watching Pearl Harbor. #ironic,irony
@TheUnmumsyMum you wanna see mine...atm the only jammies that fit my pregnant bod day are Xmas ones that say 'holidays are coming' #irony 😂,irony
"""Our House"" in the background while I watch my gutters fail.  #irony #moneypit #inotworried https://t.co/hVnI01Iub8",irony
I find it ironic that Snowden is wanted in the USA for advocating transparency in Russia of all countries. #irony,irony
"If you don't let go of the past, it will strangle your future! #ironic",irony
Trish's Oreo Cheesecake being well appreciated here in the FHI canteen. #Irony http://t.co/qKu2X2fCw3,irony
"Big huge hummer looking thing with ""bc ministry of the environment"" written on the side #ironic",irony
I'll do my laundry 4:30 coz it's not hot outside anymore. Haha #irony,irony
I just overheard a white man in a rebel flag hat say that he didn't feel safe being in the store with a guy wearing a turban #irony,irony
A dentist is the person who puts two instruments and a hand in your mouth and then asks you a question.  #Irony,irony
The only time the Red Wings are playing in Minneapolis is when I'll be in Detroit #irony,irony
@Zabeth8 now he's being stalked and hunted #ironic,irony
"Republican strategist in @OnPointRadio literally questioned my intelligence, then claimed Republicans were most open to moderates. #ironic",irony
#ironic  https://t.co/Plwq9Iz52q",irony
"""The same ones that talk behind my back and criticise re the same ones who ask for my advice..."" #Ironic",irony
@PatrickSvitek @bobbycblanchard @teddyschleifer The one news story Svitek can't break.  #irony,irony
So many people die in Greys yet they're all doctors... #irony,irony
My day ended with a giant fly in my drink I didn't notice until AFTER I took a sip. I feel like I'm in an Alanis Morissette song #Ironic,irony
#academia the adorable #irony of journals that rejected your paper inviting you for author surveys... insistently,irony
If a presenter uses an ironic slide in a PowerPoint presentation - is that doubly ironic? #hipster #irony,irony
Checking out Accountancy Age's Top 50 Websites Reviews 2015. All results available for download of course... IN A SPREADSHEET! #irony,irony
That thing where u click on @Adweek link &amp; the ad that plays &amp; wont let u watch thing u clicked 4 is so annoying u loose interest #ironic,irony
How #ironic #David_Cameron  talks of #DirtyMoney how much did your family make from #Slavery again?  #hypocrite much?,irony
This is AWESOME!! Have to watch Wed night! #Teachers #Irony #Funny  https://t.co/VquV4iY6Pp,irony
Yeah. That'll happen. #irony https://t.co/xYs1fI3r5h,irony
Vicki seems obsessed with Meghan's net worth--and yet she's dated 4 years a man who doesn't hold a job or pay his child support #irony #RHOC,irony
Power cut at Tata Power #irony,irony
#NKNKKPanganganib",irony
"When a reporter asked her whether Mr. Obama thought that was a democratic election, Ms. Rice repeated, “100%"" http://t.co/XXjWxux4Lj #irony",irony
@StoryMary Be like me. Retweet @TheNationalUAE #irony,irony
"""Never let someone waste your time twice..."" Like literally the realist thing I've heard. #irony",irony
#irony",irony
Found it #ironic that our friendly neighbourhood spider decided to build it's web over our… http://t.co/ZBtKn6AG4v http://t.co/QMuvMhN7YJ,irony
@RogerGoodell_ has proof of domestic violence and CLAIMS he has know knowledge until it his the news. #ironic #GoodellSUCKS,irony
#irony = @WSJ making an argument that ultimately supports @BernieSanders  https://t.co/IeiHZMI9Zh,irony
Just drove past a tow truck that was broken Down. #ironic,irony
Record the stuff you learn in nuggets of 200 chars via http://t.co/JX5qLUZ46A. Using Twitter to remember this app. #irony,irony
"This elevator is playing Miley Cyrus' ""The Climb"" and I'm the only one laughing #ironic",irony
"My mom gave birth when bobby an Whitney were in the news with there baby Bobbi, and I almost died the day she went into the hospital #ironic",irony
When your mate comes to watch football in your home #lel #irony #bizarre #CheVsFcb #sydneynepali… https://t.co/lJ4f23CnTK,irony
"I don't think I have ever understood Sean Paul lyrics, but I love him #Temperature #Ironic",irony
"If ghosts are spirits with unfinished business, my unfinished business will be not understanding ""Casper"" and its many mysteries. #irony",irony
#hislasttweet #hislastcourse but livable planet earth..? #irony #RIPAbdulKalam  https://t.co/XiWB00G8Od,irony
@urstrulyMahesh Always heard the complaint dat heroine in ur movies have nothing much to do but you have highest female fan following #Irony,irony
#IRONIC",irony
@Caledonia_1You may want to considered changing your avatar given that statement... #ironic @theJeremyVine @BBCRadio2,irony
Time to cut down some trees! #naturelover #irony #arboryinaction,irony
#Irony when people who refused him a second richly deserved term as India's First Citizen will pay flowery syrupy tributes! #RIPAbdulKalam,irony
A redux of #MakeInIndia-circa 1700s India. #nabob #Bengal #irony https://t.co/h6yMIFZjkC,irony
In my day bitches got on a pole to make money but seems like nowadays bitches paying to go on a pole 😂😂 #Ironic,irony
Yes voters are now fighting for what the No voters were promised! #irony #TheVow,irony
"Eating gingerbread, drinking coffee and reading about the obesity crisis in NZ in latest @HFguide #irony http://t.co/QqIl1drXAJ",irony
I din't claw my way to the Top of the Food Chain...TO EAT VEGETABLES!   #ironic 🍗🍖😍😋",irony
Watching a chicken eating out of a kfc bag.... #irony #whathaveyoudonetomybrothers #cannibalism? #ohdear https://t.co/2bI32UOppL,irony
Is Berry Bonds really guest starring in a 90210 episode about Steve and his dad cheating at golf? #LiveTweetingOld90210s #irony,irony
@PeteRFNY @BenB388 @PatrickGormanJr @SarahKSilverman @SenSanders ...he said on the feed of a liberal comedian. #irony,irony
His name was on an urn like a price tag #RHONY #irony,irony
"""Never been a fan of #VideoGames,"" said Joel. #TheLastOfUs #irony",irony
#9828 #page9828 #homestuck #davepetasprite #arquiusprite #ironic #awyis #trash #upd8 by alternian_flute …",irony
#irony",irony
"@jamesdavis502 Android. It's done, the experiment of a google free operating system is about over for business due to a text message. #irony",irony
"I have iTunes on shuffle. First Song: ""When I fall in Love"" by Nat King/Natalie Cole. Second song: ""Dear John"" by Taylor Swift. #Irony",irony
#irony #KalamSir",irony
"1 day after Randy Johnson HOF ceremony, #dbacks do battle with mariners. #irony #12sports @RobbyBaker12 has a preview http://t.co/ZGGbKZKyiF",irony
@BillSimmons I agree with him not handing over his phone but now your reaching and sounding like a homer #peytonsbetteranyway #vols #irony,irony
"@eValerick Or someone will say, well the rules are different for higher education, because they are not businesses. #irony",irony
@footfaulttennis You'd need more than 140 characters. #irony,irony
He remembers how much she loved. She remembers how much he didn't. #irony,irony
They are thinking of turning the area in Newport called Pill into a designated prostitute area #ironic,irony
@beckyroseturner @ncarding We met @NSFTtweets Board this landed in my garden Sunday http://t.co/TZuHiZNh7c  #irony http://t.co/Bu9557bsUb,irony
@FearLoathingBTX Mental health practitiones are jailers anyway - they have the powers to detain the innocent. #irony,irony
T Party candidate http://t.co/d48Jlgbg7E #2016election #copywriting #irony #proofreading #RandPaul #spelling #typo http://t.co/QOpShNsQs2,irony
Of course I'm completely aware of the #irony (in an @Alanis sense) obtaining my first #MacBook the day a new @Windows is released. :-p,irony
The  people who defend @PPact by saying videos are edited are the same people who get their news from @TheDailyShow #thinkaboutthat #irony,irony
"@mikecannytalk @KittenKoder @PolarVan said the atheists sprinting to hell's ""abuse"". #irony #antichrists",irony
"Tagged me in a link from her child built phone, imported by ships that spill oil into the sea that kill animals. #ironic",irony
"Today 2 muslims have been laid to rest, one  is a terrorist #YakubMemon  &amp; the other is a great soul @APJAbdulKalam .. #antirasism #ironic",irony
"We all expect the full implementation of what Democracy stands for, rather we have in them dictatorial government. #60DaysInOffice #Irony",irony
#irony",irony
West Ham qualified for Europe via fair play and now have 3 red cards in 3 Europe cup games #whufc #ironic #bbcfootball,irony
https://t.co/qJdRQ1gJj8",irony
B.A. in psychology to do Drug &amp; Alcohol counseling. Working at a winery to pay off students loans. Oh the #irony #psychologyproblems,irony
"@Artminx I said to MrS today... ""If you're angry about something but don't tweet it, is your anger valid?"" #irony",irony
"West Ham, our representatives in Europa league via fair play get their third red card of the qualifying rounds! #WHUFC #ironic",irony
@Jurisprude1 @sportyone11 @AshGhebranious He was supposed to rehabilitate himself under the guidance of Keysar Trad &amp; Sheik Hilaly. #ironic,irony
And of course today I get the books about society views of motherhood #irony,irony
Quite the #irony that the hunter is now being hunted. This #dentist is only sorry he got caught. #legal... http://t.co/To05RRPexU,irony
@shacky9 @jamiemoore777 #irony you fucking clown,irony
Moaning about gentrification whilst choosing one of eight blend of coffee in posh coffee place... Hmmm... #irony #dichotomy #whatever,irony
If you say Jesus backwards it sounds like Sausage !!!! Susej ! How ironic is that ! #veryironic #ironic #nffc #majewski  #jesus,irony
@jkeyeser Talk about #irony ...,irony
.@FLWaterDaily warns #Florida of #climatechange &amp; honors @FLGovScott who banned word 4 Conservation Efforts #ironic https://t.co/wyoQmAWKnT,irony
#irony",irony
"Could poo transplants make you anxious? http://t.co/5dS1o1yk7s Oh, and why studies are wrong https://t.co/vuMZUXG5iT #irony on @RNAfternoons",irony
“@EugeneDayDSc: I don't know if the chirping thing is a bird or a bug but I hope it dies in a fire.”",irony
Most people do. #Irony https://t.co/TIzlyvs5sp,irony
"""Educated human beings can help others"" Refugees want their kids to be able help others #irony #GoBackSBS",irony
@birminghammail and there is me with a £500 focus fully comp #ironic,irony
#ironic #butseriously",irony
Plastics and synthetic fibers (like those used in kayaks and climbing gear) use crude oil in their manufacture. #irony #pdxprotest,irony
.@exclusivescoza #WarehouseSale Tip #2 Expect park a few blocks away and to wait in line. Make friends or bring a book. #irony,irony
Why didn't @Drake reach out to @CASSIDY_LARSINY to ask him to ghostwrite some responses #Irony,irony
My girl who is on work experience at @RadioAfricaKE met @SautiSol In my column today in @TheStarKenya I'd asked help in meeting them! #irony,irony
#irony http://t.co/AzCfmPqDdK",irony
76$ at the 76 diner #ironic http://t.co/zxMyEWjc4H,irony
My crostini game is strong... #irony #gfSomm #manyHats https://t.co/4qzmY4xYZV,irony
