A totally not panic-attack inducing way to spend a Sunday night. #sarcasm #cantbreathe #wontsleep… https://t.co/cwQsM4cGcQ,figurative
Jackie speaking the BB gospel she picked up from being wallpaper. You go girl. #sarcasm #BB17,figurative
I have no aversions to having kids someday  😂😂😂 #sarcasm http://t.co/2NlYYxec7O,figurative
37 million? Well that's depressing. Too bad for the cheaters. #sarcasm #scorn #ridicule #enjoyKarma http://t.co/Signs7i0s5,figurative
Another 15 hour work day tomorrow. This will be so much funn! #sarcasm,figurative
So thankful for this explanation. #sarcasm @RebeccaBream @LydiaRTV6 @Lauren_Casey @AshleyBrownWX @ambock @AnneKellyRTV6,figurative
"Photo: When someone says a dumb statement, the #sarcasm juices start to tingle. http://t.co/fcNF53omw8",figurative
New #quote : It's both a blessing and a curse to feel so much. #mondayinspiration #late #quote #emotion #feel #emp… http://t.co/5zLIMGgH70,regular
"Daddy Uncle Bubba (#life, love, loss, #laughter &amp; Parkinson's): #DreamTherapy http://t.co/VsJWnJin5i #parkie #late #coach #basketball #",regular
Ayvee - Where Im From on #SoundCloud #late #night #musicafterdark #banger #rap #hip #hop #drake #lil #wayne #hot #np https://t.co/59fSxlqR3h,regular
#late starting #dinner #tonight but here is what I'm #prepping to go in #mushrooms #redpepper… https://t.co/fBikZ7fOBY,regular
@Trillakayy__ happy birthdayyyyy #late 😅,regular
#GUNZ on the #Late #Night #Radio where all your favorite Jamz play back to back...what jam matches your mood on a... http://t.co/Uq095ptxYT,regular
#daughter - father - mother #happy family #late post #fun walk 25.40 (with Angela) [pic] — https://t.co/GKqveBI1Jl,regular
Photo: Late night eerie ladies. #eerielady #eerie #banshee #sheneedstoeatyoursoul #late #artistoninstagram... http://t.co/t5JB067fH4,regular
#coffee #late #cafe @ turning point https://t.co/DNW4BEEWBe,regular
I need a #manicure really bad. @ Raleigh-Durham… https://t.co/7b5gZw4k54",regular
#MyCurrentSituation 🍴 Having a #late at #Zaxbys #eating #wingsnthing 😋s #wingsandthings #yummy… https://t.co/tOQ9Wqnnqv,regular
HAPPY BIRTHDAY TO Ma'am Madonna (You). #WLLNP ;-)",regular
#two down four to go #Monday kick back. #late night #selfie date. Hope everyone's #Monday was… https://t.co/NXksSpmL4c,regular
Tautology at its best. #logic #love #bangalore #auto#autorickshaw #funny #lol #monday #late http://t.co/KkrjK9Zi8T http://t.co/piHMjbhFHz,regular
Forever Tardona 😂😂😂😂😂 #late http://t.co/HVQXz8NOXr,regular
#Late #Dinner 😂👍🏼 #AdonMagazine #summer issue 15 feat #model @franconorhal by @mikeruizone… http://t.co/eOYW3SrUZt http://t.co/gvWoIFrevn,regular
#Late",regular
"@FoxNews get'em @glennbeck yeah don, your really. really #late on that statement",regular
#Tea #Oldsongs #Work #Enjoying — feeling awake at SKYZ Events http://t.co/mjnoGsHZQ4",regular
Late Post. #late ! https://t.co/QWeN5od1l8,regular
@Se_Railway would just be glad to get there right now. #late,regular
#Happy IndependenceDay [pic] — https://t.co/Rs6v0AA2XS",regular
"happy independence day #late (with Ainun, Aninda Rosa, and Kania at @smansamakassar) — https://t.co/Gf9Z1ECXUO",regular
#mrjunbug  #Late",regular
@brookemcintosh Truth. Nobody wants to be hangry. #late #A+advice #xchangeSA,regular
Mary Berry's coffee and walnut cake #gbbo #cake #late http://t.co/5axrQA2PyA,regular
A nigga need 2 phones #Late,regular
Wait for us @LindseyStirling we're stuck in traffic!!!😱lol #GreekTheater #late 🎻,regular
#late post this a funny ass nigga if u kno his IG tag him #CafeCIRCA #ATLANTA #roadmanager #ROOFTOP… https://t.co/5O4tau2pM7,regular
Finally! I found out how to make the Kylie Jenner lip challenge work! #late http://t.co/S7A2mg0pJv,regular
Here we go again #late #bus #publictransport #fml #arriva http://t.co/1mqndwLyCf,regular
@ChrisDear11 at least you don't have to face #jonfancy tomorrow. #late #heardit,regular
"#late post #almost full team #fun walk 25.40 (with Silvi, lasmafransisk, and 5 others) [pic] — https://t.co/qlgmxUpQ0Y",regular
#late post #hdr effect# snap seed https://t.co/thrOXnEfHc,regular
or you’ll receive a $20 credit.  @comcast #ANNOYED #LATE #NOSHOW",regular
@LoveUKeira_Road @Cornwall_Info @CornishSteam Didn't love it at commuting time this morning bringing the A30 speed down!!! #Late for work,regular
"When your devices run out of batteries, let nature charge thee. It can see you clearly. It even smiles. #late http://t.co/1gQVPn4uN4",regular
@perpustakaan kaampuss #late post. (with Ria ) [pic] — https://t.co/8zw8V3ESuy,regular
Love to find pics of me! (not my pic) #late #icecream #cookiesandcream #cookie #cold #yummy #spoon #bowl #night #canada #dutch #dishes #l4l…,regular
#ha #late #stupidme http://t.co/1k5LOswDiT",regular
"“@ThinkingHumanit: #Sarcastic People Are Actually #Smarter, #Sexier And More #Successful http://t.co/wPtGBx3nrG”",sarcasm
Be aware  dirty step to get money  #staylight #staywhite  #sarcastic #moralneeded @… https://t.co/Oj6BdyX3WG,sarcasm
In CA for 5 days and it rains 2 of them. #imaginarydrought #dontbelievethehype #sarcasm,sarcasm
"Because we have no access to implements at home, we play with them at the @Corn_Palace ! #FlintsTakeSD #sarcasm http://t.co/iIuq17m51T",sarcasm
And the news gets even better... #sarcastic #DarkMatter Five please don't die!! @jodellemicah,sarcasm
"Don't ride him too long Joe, Edwin and Travis can lock this one down #Sarcasm",sarcasm
@IminworkJeremy @medsingle #DailyMail readers being sensible as always #shocker #sarcastic #dailyfail #inHuntspocket #theyhatethenhs,sarcasm
When you tell your server that you only want a little ice. Lol #serverlife #sarcasm #firkinonbloor… https://t.co/EUx5SUpfep,sarcasm
"""Most functional part of the fam."" Yeah okay. #hah #Ilaugh #thatsfunny #sure #sarcastic #seriouslywtf",sarcasm
@aisyeizhar kemon la siapa la yang tak tau tu. hehe have a blessed and blast year! Stay 18th foreverrrrr #sarcastic,sarcasm
Yes Orton vs Sheamus a fresh hot match to start off #Battleground #Sarcasm,sarcasm
-@TeacherArthurG @rweingarten You probably just missed the text. #sarcastic,sarcasm
#Repost thegoodcomedy #TheGoodVibe #Sarcastic https://t.co/5te5QXYeZI,sarcasm
@Theponker woohoo! #sarcastic  #teammoth #chillyandclear,sarcasm
"Another score for the FDA, way to protect the American people! #sarcasm  http://t.co/0L7Pp3j1iR http://t.co/mfjwH7jxgG",sarcasm
@SuttaButta_K   That's my girl. #sarcastic,sarcasm
Right! 😂😂😂 #funny #lol #meme #lmao #wth #wtf #laugh #lls #repost #random #humor #sarcasm… https://t.co/cgOJ0P4SDp,sarcasm
Yay...thunderstorm = hail cannon time 😕 #sarcasm,sarcasm
"Vera, the Blue-Eyed Muskrat Fur Teddy Bear by ElleVintage369 via @Etsy http://t.co/dkuHNXNnap via @Etsy #teddy #sarcastic #elle",sarcasm
@CarlosACollazo and leading off....  #sarcasm,sarcasm
Strop is nothing like Marmol.  Marmol wore his hat differently.  #sarcasm #Cubs,sarcasm
We're going to be seeing Stefan Savic in an Atletico Madrid shirt next season. Absolutely fantastic #sarcasm,sarcasm
@MiddleEastEye @Live_UK_News Those boys were terrorists. #sarcasm,sarcasm
Only thing that might make this track better is if Susky put the cones back out #sarcasm,sarcasm
@jase1129 I told you our slugger would show up #sarcasm,sarcasm
"I must share this with the world.  Here, world.  https://t.co/4EK3G4FBWh #satire #sarcasm #genius",sarcasm
Rolled ankle .. Retirement .. Just a solid week all around .. #sarcastic,sarcasm
@stl7thward @LauraKHettiger I thought hot spot policing was a plan?? (Which btw is really working out) #sarcasm,sarcasm
I dont think any TV show could be more #Epic than #MasterShowman! This show is the bees knees!! #sarcastic,sarcasm
Can we have a standing ovation please for the outside influence. ☺️ #Sarcastic,sarcasm
@benshapiro @CBSNews sure does... #Sarcasm,sarcasm
"My jobs great because I love what I do (operate rides for kids) and sometimes if the weather's right, I get a shower too!! #rain #sarcasm",sarcasm
@ieratrespeses thank you for watching Dementia on TV5 #Sarcastic,sarcasm
"@Madame1010110 Yes, we will. The last time...you guys tried the black jersey trick and that worked ""oh so well"". #Sarcasm",sarcasm
Did Strop just pitch around a double with the game on the line? I couldn't tell because I was paying attention to his hat. #sarcasm #Cubs,sarcasm
@pmoharper I'm so glad millionaire families are getting a little extra at the expense of the working poor! #CPCJesus #sarcasm,sarcasm
You keep them close to see what they're up to...😬🙊 #sarcastic #sassy https://t.co/PldTawvAIS,sarcasm
#sarcasm #justalittlebitter",sarcasm
"Waiting for someone to blame tonight on Napoli.  #RedSox #RedSoxNation He clearly is the ""only"" problem on offense.  #sarcastic @RedSox",sarcasm
Third metro of the day with no air. It's only 100 out In DC though nbd #Sarcasm,sarcasm
